71934,8735,1,0,51
71934,4441,1,0,53
71934,9104,1,0,80
139005,9107,1,0,26
139005,9104,1,0,81
900221,105225,1,0,61
284963,8426,1,0,67
284964,8407,1,0,63
900744,8414,1,0,56
123023,8414,1,1,86
123049,8421,1,0,72
123050,8416,1,0,9
147274,8415,1,0,2
147386,8414,1,1,57
147386,8421,1,0,62
73100,8419,1,0,45
73100,8426,1,0,51
73103,8416,1,1,90
73115,8426,1,0,33
73123,8409,1,0,42
901286,8426,1,0,77
518248,8419,1,0,34
518248,8420,1,0,58
71882,8407,1,0,80
892288,78855,1,0,10
464976,79148,1,0,16
892301,99255,1,0,82
892303,99292,1,0,5
892303,79148,1,0,28
892303,99292,1,0,34
892303,79055,1,0,46
892303,79148,1,0,55
892313,78820,1,0,7
892313,78820,1,0,30
892320,78820,1,0,9
892320,79148,1,0,18
464994,79148,1,0,75
892325,78773,1,0,65
892339,79148,1,0,8
892339,79148,1,0,19
892339,99288,1,0,27
892339,78820,1,0,31
892339,78959,1,0,37
892339,78959,1,0,70
892339,79148,1,0,76
898803,8501,1,0,65
459253,4363,1,0,34
899051,1,1,0,45
899051,11103,1,0,85
899051,1,1,0,90
899234,1,1,0,13
899234,72790,1,0,47
899234,8719,1,0,60
899398,1099,1,0,6
899398,1,1,0,51
899429,15807,1,0,67
899459,14244,1,0,52
899459,14244,1,0,62
899519,14245,1,0,3
899519,14245,1,0,34
899519,8609,1,0,53
899519,14835,1,0,89
123253,1,1,0,44
123253,1,1,0,75
123261,14242,1,0,56
123261,2982,1,0,61
123267,1,1,0,32
123267,1,1,0,60
123271,2977,1,0,13
123271,1,1,0,21
123271,1099,1,0,70
123271,1,1,0,76
123277,1099,1,0,17
123277,1,1,0,90
123254,14244,1,0,3
123254,1,1,0,1 
123254,1101,1,0,29
123254,2977,1,0,42
123254,1,1,0,58
123254,2974,1,0,81
123254,1,1,0,90
123268,1,1,0,47
123278,1,1,0,41
123278,8609,1,0,55
899951,8592,1,0,23
899951,14245,1,0,88
899959,1094,1,0,24
899959,1094,1,0,43
899959,1094,1,0,63
899970,2974,1,0,74
899970,1094,1,0,76
899987,8592,1,0,6
899987,1,1,0,23
899987,8762,1,0,65
899987,1102,1,0,75
900067,1,1,0,14
900067,2977,1,0,46
74209,1,1,0,53
74209,2977,1,0,80
74209,1,1,0,89
74214,1,1,0,50
101220,2975,1,0,14
101220,1094,1,0,32
101220,1101,1,0,63
101220,1101,1,0,84
101223,1,1,0,45
413122,1094,1,0,14
413122,1094,1,0,15
413123,3836,1,0,29
101224,1,1,0,50
101225,1099,1,0,33
101225,2977,1,0,43
101225,2977,1,0,60
101227,1,1,0,74
284961,2976,1,0,77
284961,2976,1,0,79
284961,1094,1,0,90
900386,8720,1,0,21
101230,2975,1,0,27
101230,2980,1,0,40
101230,2977,1,0,80
101231,1,1,0,44
143669,2975,1,0,11
143669,1094,1,0,49
143670,1101,1,0,27
900671,2977,1,0,6
900671,1102,1,0,21
900671,1102,1,0,43
900671,1101,1,0,47
900717,1094,1,0,45
459274,1,1,0,14
459274,1,1,0,37
459274,1099,1,0,40
459274,2977,1,0,47
459274,1,1,0,62
459274,2982,1,0,72
459274,2977,1,0,83
72496,1102,1,0,27
72496,1099,1,0,53
72496,1,1,0,68
72497,1,1,0,77
72508,1,1,0,45
72511,1092,1,0,45
72511,1094,1,0,80
72511,1,1,0,84
72515,1099,1,0,16
72515,1,1,0,36
123127,1096,1,0,54
123127,1098,1,0,67
123127,1098,1,0,74
123127,1,1,0,82
123131,1,1,0,16
123131,2977,1,0,45
123131,2977,1,0,70
147742,1094,1,0,68
147742,1,1,0,80
149455,1,1,0,10
123132,1,1,0,19
149488,14245,1,0,45
149488,1098,1,0,78
149492,2765,1,0,44
149492,3680,1,0,64
123128,1102,1,0,34
123128,319,1,0,55
123124,1,1,0,90
79688,185,1,0,70
147388,1101,1,0,29
147388,1102,1,0,66
147554,1100,1,0,70
73223,1101,1,0,16
146998,1098,1,0,35
73227,1100,1,0,8
73227,1100,1,0,42
73227,1100,1,0,45
73227,1098,1,0,89
147062,1094,1,0,67
147062,1103,1,0,90
73231,1094,1,0,29
73231,1,1,0,54
73231,1098,1,0,61
73232,1100,1,0,40
147137,1098,1,0,80
147137,1,1,0,90
73235,185,1,0,40
73235,1099,1,0,48
73235,319,1,0,77
73235,1099,1,0,90
73237,1101,1,0,75
147174,33,1,0,63
449314,1091,1,0,2
449314,1,1,0,52
449315,9212,1,0,12
449315,185,1,0,24
72555,1091,1,0,73
72555,1103,1,0,76
449316,8466,1,0,79
449317,371,1,0,48
101279,8465,1,0,35
101279,16071,1,0,72
71883,9213,1,0,9
71883,9212,1,0,55
71883,371,1,0,70
71883,3563,1,0,76
71885,1103,1,0,10
71885,1103,1,0,43
125509,1091,1,0,6
125509,33,1,0,58
134748,8619,1,0,77
71892,185,1,0,4
71892,203,1,0,16
71892,3838,1,0,71
71893,1096,1,0,36
71895,1091,1,0,48
138994,9212,1,0,5
892461,119009,1,0,4
892461,119009,1,0,38
892527,119258,1,0,85
892527,119258,1,0,88
892576,119069,1,0,79
892695,119258,1,0,32
892695,119258,1,0,38
892695,119258,1,0,48
892695,119258,1,0,82
892696,119258,1,0,52
892824,119032,1,0,43
892878,119074,1,0,29
892881,119993,1,0,61
892881,119258,1,0,78
892949,119992,1,0,35
892949,119006,1,0,55
892949,119006,1,0,85
893037,119258,1,1,12
146618,119987,1,0,33
146618,119987,1,0,78
146618,119258,1,0,82
146621,119264,1,0,64
146619,119258,1,0,1
146619,119993,1,0,73
893553,119258,1,0,3
127253,119258,1,0,37
127253,119258,1,0,86
127254,118612,1,0,57
893761,119051,1,0,29
893761,119875,1,0,30
893761,119051,1,0,54
893761,119875,1,0,87
893860,118615,1,0,89
894131,119726,1,0,56
894131,119035,1,0,62
894373,119875,1,0,63
894373,119075,1,0,83
894383,119875,1,0,82
894385,119875,1,1,6
894533,119035,1,0,61
894533,119035,1,0,63
894687,119035,1,0,5
894950,119607,1,0,25
894950,119065,1,0,33
145695,119861,1,0,89
145694,26642,1,0,44
895329,119991,1,0,5
895329,118870,1,1,15
895388,119075,1,0,25
125959,119075,1,0,26
125960,22883,1,0,12
125960,6142,1,0,32
895645,6142,1,0,55
895700,119986,1,0,18
895700,119986,1,0,21
895700,119943,1,0,75
145263,114951,1,0,33
895854,114951,1,0,33
895854,119991,1,0,36
145262,6142,1,1,66
125831,49356,1,1,15
147850,6208,1,0,84
125846,26830,1,0,50
896445,119968,1,0,90
896447,119986,1,0,87
144876,119943,1,0,75
144878,26830,1,0,12
144878,119009,1,0,60
144878,119991,1,0,81
896681,119943,1,0,5
896681,4374,1,0,65
896681,118870,1,1,73
144879,4374,1,0,21
144879,6208,1,0,65
144875,6142,1,0,41
144875,6142,1,0,61
896902,59434,1,0,23
125755,118870,1,1,49
896921,118870,1,1,55
896921,6208,1,0,70
125757,6208,1,0,49
125756,6208,1,0,44
144627,6206,1,0,52
897371,26679,1,0,9
897371,119920,1,0,50
144628,49356,1,0,55
897513,119920,1,0,21
144637,119991,1,0,33
144638,119986,1,0,36
897717,119050,1,0,54
897720,119050,1,0,50
897720,119920,1,0,75
897771,59434,1,0,40
123561,59434,1,0,31
897911,119737,1,0,30
123577,49356,1,0,21
123577,6375,1,0,59
123578,6208,1,0,30
898187,6375,1,0,5
898187,6375,1,0,16
619278,119962,1,0,34
144431,26747,1,0,11
144433,78581,1,0,63
144432,119050,1,0,86
144450,41584,1,0,49
144434,49356,1,0,53
144434,49356,1,0,69
898580,49356,1,0,16
898580,70145,1,0,28
898586,49356,1,1,85
123404,59434,1,0,42
123404,6208,1,0,86
619281,118994,1,0,44
619281,118994,1,0,47
619281,59434,1,1,80
123406,6208,1,0,83
123410,81007,1,0,66
898772,8139,1,0,13
898772,26747,1,0,17
898772,8139,1,0,56
898772,119721,1,0,85
898814,26747,1,0,2
898814,59434,1,0,26
898814,59434,1,0,40
898814,59434,1,0,45
898814,59434,1,0,64
123411,119997,1,0,71
123411,204,1,0,79
898842,119997,1,0,56
123407,204,1,0,71
898913,119115,1,0,75
898935,26747,1,1,12
898935,9205,1,0,63
144329,119997,1,0,51
144329,119614,1,0,73
899180,119916,1,0,35
144343,59434,1,0,43
144334,204,1,0,27
144330,204,1,0,13
144330,59434,1,0,77
144344,119217,1,0,61
899283,118663,1,0,28
899438,8145,1,0,20
899438,19079,1,0,86
899460,119997,1,0,44
899516,119997,1,0,18
899516,119997,1,0,39
899516,119997,1,0,43
899516,2144,1,0,54
899529,53154,1,0,82
899599,119217,1,0,20
899716,119056,1,0,17
123234,119056,1,0,3
123251,9204,1,0,61
123251,81007,1,0,67
619286,70145,1,0,8
619286,119730,1,0,47
899927,70145,1,0,40
899937,70145,1,0,6
899937,19079,1,0,27
899937,9205,1,0,43
899937,59434,1,0,45
899993,19079,1,0,6
899993,19079,1,0,20
899993,19079,1,0,0
143609,59434,1,0,63
900073,119171,1,0,38
900073,53154,1,0,40
900108,118591,1,0,16
900108,17003,1,0,72
900139,2144,1,0,43
900364,8145,1,0,26
619289,10708,1,0,89
143633,20515,1,0,28
143633,8129,1,0,40
143633,81007,1,0,62
143633,10708,1,0,63
143624,8129,1,0,45
143624,8145,1,0,47
143634,2144,1,0,56
143634,10708,1,0,59
143634,59434,1,0,68
143634,8136,1,0,74
900579,17003,1,0,38
900579,2144,1,0,88
900586,19079,1,0,77
900739,70146,1,0,73
900791,2144,1,0,54
900791,17003,1,0,61
900791,2144,1,0,77
900791,20931,1,0,90
123027,17003,1,0,33
123039,4017,1,0,86 
147744,19078,1,1,76
147744,8145,1,0,84
123041,204,1,0,57
123041,118603,1,0,66
123047,8131,1,0,66
149449,2144,1,0,36
149449,17003,1,0,54
123034,17003,1,0,
123034,8139,1,0,46
149574,2144,1,0,
123042,2144,1,0,28
123042,8130,1,0,32
123042,8142,1,0,90
123028,204,1,0,47
123028,8129,1,0,56
147249,17003,1,0,45
147256,17003,1,1,40
147256,17003,1,1,57
147256,19079,1,0,66
147523,204,1,0,20
147523,8145,1,0,36
147523,8144,1,0,40
147523,8145,1,0,56
147523,8145,1,1,78
147545,17003,1,0,39
147545,8145,1,1,84
73131,204,1,0,12
73137,2144,1,0,88
901133,10708,1,0,41
901133,10708,1,0,53
901133,10708,1,0,63
73139,8130,1,0,25
73143,10708,1,0,42
73143,8145,1,0,45
73143,8142,1,0,81
73143,2144,1,0,90
73145,10708,1,0,8
73145,17003,1,0,38
73145,8142,1,0,69
73149,17003,1,0,42
147136,16731,1,0,86
73150,204,1,0,45
73150,16731,1,0,63
73150,204,1,0,74
901368,8137,1,0,5
901432,8142,1,0,19
901432,17003,1,0,26
901432,17003,1,0,43
71822,8144,1,0,49
71822,8142,1,0,61
71822,8142,1,0,73
71824,8142,1,0,48
71827,8145,1,0,49
71827,10708,1,0,88
71829,2144,1,0,59
71829,8142,1,0,72
71829,8130,1,0,90
71830,8142,1,0,
71830,13417,1,0,71
153994,2144,1,0,64
165736,8144,1,0,5
165736,8144,1,0,20
165744,8144,1,0,42
526639,125005,1,0,2
891683,125004,1,0,65
542197,125005,1,0,56
543057,123671,1,0,2
543057,125004,1,0,22
543057,122322,1,0,34
543057,122955,1,1,40
543077,122322,1,0,27
543077,125005,1,0,33
143138,124533,1,0,5
143143,124533,1,0,9
143143,124533,1,0,19
143147,125005,1,0,18
143147,125005,1,0,88
494625,123675,1,0,
494625,124529,1,1,41
494625,124533,1,0,47
494625,125013,1,0,66
494619,123675,1,0,87
494617,125013,1,0,27
494617,123671,1,0,56
494617,125013,1,0,86
494397,124540,1,0,17
494353,124529,1,0,62
494355,124570,1,0,23
494355,124540,1,0,33
494355,122955,1,0,51
494355,122955,1,0,53
493527,125013,1,0,2
493527,124544,1,0,25
493527,124544,1,0,66
493525,124533,1,0,63
493522,125013,1,0,62
493522,125013,1,0,87
493494,124540,1,0,78
493500,122955,1,0,26
463799,122955,1,0,51
463799,122955,1,0,68
463799,122955,1,0,86
463801,122957,1,0,27
463801,125013,1,0,63
463791,122950,1,0,36
463797,124529,1,1,82
493167,122629,1,0,30
493188,122950,1,0,4
493188,125013,1,0,46
493188,122569,1,0,69
493184,122950,1,0,11
493184,124570,1,0,15
493184,122569,1,0,56
493182,122950,1,0,37
493182,122950,1,0,61
493182,122950,1,0,64
891786,122950,1,0,16
891786,122950,1,0,5669
891786,124545,1,0,87
891797,122950,1,0,11
891798,124530,1,0,16
891804,124530,1,0,67
891804,123673,1,0,89
891851,124529,1,0,9
891851,122629,1,0,11
891851,122629,1,0,86
891856,122950,1,0,42
891856,124533,1,0,80
891859,122950,1,0,52
891859,124529,1,0,53
891859,122629,1,0,65
891859,124533,1,0,73
891861,124529,1,0,58
495996,124533,1,0,19
891893,124533,1,0,45
891893,122950,1,0,90
891903,122950,1,0,9
891903,122564,1,0,24
891903,124529,1,0,34
891903,122950,1,0,74
891903,122950,1,0,75
891903,124533,1,0,86
523798,122950,1,0,72
891909,124529,1,0,50
891912,124529,1,0,35
891914,122950,1,0,52
891914,122950,1,0,65
891951,122957,1,0,59
891957,122561,1,0,37
523799,122629,1,0,4
495995,122957,1,0,31
495995,122629,1,0,33
892005,123652,1,0,5
892005,124553,1,0,30
892005,124553,1,0,63
892005,124547,1,0,75
892005,124553,1,0,77
892005,124547,1,0,79
892008,123656,1,1,65
892025,124547,1,0,17
892025,124547,1,0,70
892026,122950,1,0,80
892028,122930,1,1,12
892028,122950,1,0,63
495994,124530,1,0,20
495994,122950,1,0,25
495994,124545,1,0,57
892062,124545,1,0,11
892062,122561,1,0,20
892062,124545,1,0,30
892062,123656,1,0,75
892072,124547,1,0,75
892072,124529,1,0,90
892074,124529,1,0,35
892074,122930,1,1,41
495993,122950,1,0,60
495993,123656,1,0,70
495993,123656,1,0,79
465030,123652,1,0,15
456473,122632,1,0,19
456473,124547,1,0,50
456473,122632,1,0,5283
456474,122632,1,0,4
456474,122561,1,0,1 
456474,122561,1,0,30
456474,122632,1,1,45
456474,124547,1,0,67
892121,124547,1,0,35
892125,123656,1,0,13
892125,124547,1,0,20
892128,123656,1,0,23
892128,122632,1,0,28
892128,122561,1,0,66
456479,124547,1,0,6
495992,123656,1,0,68
892168,124542,1,0,87
892184,123652,1,0,21
892184,124542,1,0,87
892198,122640,1,0,87
892199,123652,1,0,49
892248,122579,1,0,25
892248,124542,1,0,76
892248,122579,1,0,87
892255,124542,1,0,40
892255,124542,1,0,49
892255,122632,1,0,60
892280,122632,1,0,86
898982,122931,1,0,34
898982,122931,1,0,38
144293,122931,1,0,17
144294,122931,1,0,44
144309,122321,1,0,3
899143,123660,1,0,87
899145,122566,1,0,28
899145,123660,1,0,35
144323,122931,1,0,55
899237,8061,1,0,52
899237,124528,1,0,80
899482,122574,1,0,41
899482,8061,1,0,47
899505,8061,1,0,60
899512,8061,1,0,31
899512,122566,1,0,37
123321,122938,1,0,87
123329,33890,1,0,14
899685,8052,1,1,68
899726,124563,1,0,38
899726,122626,1,0,65
899729,8052,1,1,34
899729,8061,1,0,75
123340,124563,1,0,59
123340,8061,1,0,62
123336,8059,1,0,11
123336,8059,1,0,59
123336,124563,1,0,88
123330,124563,1,0,83
123316,8059,1,0,78
900087,122566,1,0,16
900088,122628,1,0,44
143513,8059,1,0,56
143517,8052,1,0,16
143521,8059,1,0,45
284949,8047,1,0,22
284949,8063,1,0,55
143518,111772,1,0,38
143518,111772,1,0,83
143529,33890,1,0,53
143529,122628,1,0,80
143529,9382,1,0,87 
143522,8061,1,0,89
284964,8062,1,0,36
284964,8066,1,0,58
284964,2598,1,0,82
284964,8066,1,0,83
900402,33890,1,0,30
900402,8063,1,0,
143530,8052,1,1,87
900588,8063,1,0,67
900592,8063,1,0,36
900592,8063,1,0,54
900661,35887,1,0,87
900746,8063,1,0,19
900746,33890,1,0,87
900791,124528,1,0,50
122969,8063,1,0,11
122969,8062,1,0,53
122969,8052,1,1,65
122973,8062,1,0,2
122980,8063,1,0,18
122988,8060,1,0,25
122988,8052,1,1,90
122990,8061,1,0,2163
122990,8062,1,0,70
122974,8066,1,0,62
122974,2598,1,0,90
122970,8063,1,0,53
147258,8062,1,0,84
147268,122949,1,0,4
147396,122949,1,0,13
73224,122628,1,0,9
147004,8058,1,0,63
147004,8060,1,0,66
73227,8062,1,0,60
73229,8063,1,0,1
73230,8063,1,0,51
147099,8060,1,0,41
147099,8054,1,0,90
147102,8065,1,0,45
147102,8063,1,0,52
147102,8047,1,0,84
147102,8054,1,0,89
73238,8065,1,0,21
147178,8061,1,0,89
901288,8065,1,0,24
901288,8064,1,0,58
901288,8054,1,0,71
901308,8052,1,1,75
901308,8062,1,0,89
901369,8063,1,0,39
71800,8064,1,0,29
71802,122326,1,0,89 
101297,8065,1,0,28
101297,8058,1,0,58
71806,8067,1,0,9
71806,8066,1,0,20
71806,8066,1,0,74
71807,8060,1,0,38
129548,8064,1,0,28
129548,8065,1,0,32
71814,8060,1,0,38
71814,8066,1,0,43
71814,8060,1,0,51
71815,8060,1,0,22
138990,8060,1,0,29
138991,8064,1,0,66
138991,8060,1,0,77
151545,8063,1,0,40
151545,8064,1,0,45
151545,8064,1,0,56
153978,2598,1,0,64
153985,8052,1,1,37
154003,8060,1,0,36
169073,8060,1,0,53
169073,8052,1,0,83
142560,8060,1,0,45
149637,8060,1,0,4
149637,8052,1,0,40
149637,122632,1,0,65 
149637,8067,1,0,67
149642,8060,1,0,3
149643,8061,1,0,65
149643,8064,1,0,82
149649,8060,1,0,7
149649,8052,1,0,57
149649,8067,1,0,89
123313,8370,1,0,84
413115,31152,1,0,69
143621,8359,1,0,53
143608,106570,1,0,78
143628,8374,1,0,62
123109,8374,1,1,47
123109,8362,1,0,49
79691,8357,1,0,17
79691,8374,1,0,56
464986,8357,1,0,7
464986,8357,1,0,25
464986,8357,1,0,38
464985,8374,1,0,45
71858,8361,1,0,90
125511,8366,1,0,22
71868,10718,1,0,20
134744,8374,1,0,16
134744,8366,1,0,23
149632,8372,1,0,48
149640,8366,1,0,48
149640,8364,1,0,76
149644,8357,1,0,41
149644,8366,1,0,44
149644,8374,1,0,57
149644,8366,1,0,84
149649,8374,1,0,31
493084,107977,1,0,15
466538,108698,1,1,4
466538,108698,1,1,15
466538,108698,1,0,
466538,107773,1,0,47
456577,109711,1,0,32
456577,109765,1,0,43
456577,109423,1,0,45
241921,108721,1,0,27
241922,109397,1,0,46
449723,108473,1,0,10
449723,108473,1,0,23
465024,109398,1,0,76
465024,108473,1,0,77
456476,86248,1,0,4
456476,108473,1,0,33
465020,86248,1,0,73
463776,108687,1,0,20
463776,108687,1,0,87
559967,108687,1,0,5
559967,86248,1,0,39
559967,108687,1,0,46
559967,108473,1,0,71
892376,108593,1,0,8
892376,108068,1,0,89
464231,109255,1,0,10
892710,108605,1,0,
413231,108174,1,0,81
456519,38496,1,0,6
146638,108155,1,0,35
146639,108096,1,0,5
146639,108627,1,0,58
146595,107959,1,0,69
146599,109307,1,0,27
146599,109307,1,0,53
146599,109307,1,0,56
146599,108304,1,0,84
127281,108704,1,0,34
127280,107959,1,0,20
127280,107959,1,0,68
127290,75837,1,0,1
127290,108502,1,0,23
127290,108502,1,0,50
127291,108620,1,0,13
127291,109307,1,0,84
146501,109307,1,0,71
146506,107837,1,1,10
146506,107966,1,0,26
146502,75837,1,0,39
146502,75837,1,0,50
146497,75837,1,0,53
127122,108503,1,0,85
894295,108503,1,1,43
559972,108620,1,0,63
559972,75834,1,0,81
145829,108620,1,0,67
145820,108620,1,1,50
145828,108494,1,0,38
145821,75834,1,1,58
894458,108304,1,0,8
127023,21988,1,0,90
145685,21988,1,0,14
145685,5441,1,0,16
125897,21988,1,0,14
125897,21988,1,1,44
125903,5441,1,0,12
125902,75834,1,1,39
125904,5441,1,0,5
125904,75834,1,0,32
125898,21988,1,0,83
145242,5441,1,0,86
895993,108983,1,0,85
125851,108753,1,0,74
125858,5441,1,1,5
144928,108932,1,0,37
125687,107942,1,0,54
125693,108983,1,0,3
125693,109383,1,0,55
125694,108983,1,0,57
125694,108663,1,0,58
897303,46770,1,0,34
144582,6202,1,0,76
144586,6202,1,1,65
125650,6202,1,0,59
125653,108544,1,0,29
144503,6202,1,0,80
144518,50715,1,0,88
144504,108663,1,0,14
123485,108134,1,0,57
123485,6202,1,0,66
898841,95151,1,1,65
898922,108134,1,0,24
898922,109798,1,0,45
144343,21988,1,0,70 
144340,108010,1,0,82
899397,109798,1,0,72
493287,6202,1,0,71
493287,6202,1,0,77
123297,7918,1,0,55
123309,50715,1,0,89
123298,7920,1,0,44
449369,7918,1,0,8
143541,6202,1,0,20
143553,70990,1,0,7
147744,9187,1,0,23
123058,107797,1,0,76
123058,109707,1,0,83
147313,7918,1,0,41
147397,109707,1,0,90
73072,10,1,0,46
73087,7926,1,0,48
73096,9188,1,0,38
73096,9187,1,0,51
464986,10,1,0,39
464986,9187,1,0,69
464986,7918,1,0,83
125500,10,1,0,25
134732,10,1,1,53
142451,9190,1,0,77
153998,7925,1,0,87
165714,7925,1,0,63
149633,10,1,0,2
149637,7923,1,0,10
149637,109743,1,0,55
149637,7918,1,0,62
413160,112415,1,0,46
894458,112415,1,0,85
126968,113016,1,0,66
126972,113009,1,1,55
894803,113016,1,0,30
895191,112949,1,0,37
895191,113040,1,0,75
145667,112399,1,0,20
895599,112785,1,0,65
895599,112785,1,0,89
895762,112802,1,0,21
895812,113040,1,0,10
895895,113036,1,0,64
125877,112984,1,0,55
125878,112741,1,0,81
144959,112733,1,0,11
896630,112329,1,0,80
896634,113036,1,0,27
896642,113035,1,0,9
896642,113036,1,0,80
144960,112984,1,0,40
125755,112984,1,0,44
125755,112733,1,0,47
897024,112733,1,0,8
125773,25511,1,0,30
125773,25511,1,0,48
125774,112484,1,0,24
897360,7785,1,0,19
144545,25511,1,0,10
144545,113040,1,0,86
144547,112743,1,0,59
897516,113040,1,0,57
897516,113040,1,1,67
897516,113040,1,0,80
144548,112313,1,0,46 
144548,112474,1,0,79
144536,112743,1,0,65
123553,112922,1,1,23
123553,25511,1,0,68
123555,25511,1,0,72
123556,25511,1,0,90
898029,112922,1,1,44
898074,25511,1,0,33
898074,25511,1,0,36
898075,113024,1,1,59
898075,25511,1,0,71
898108,25511,1,0,55
898143,25511,1,0,14
898143,25511,1,0,21
898220,25511,1,0,87
898268,7801,1,0,16
144491,25511,1,0,46
144491,25511,1,0,89
898294,7801,1,0,3
144492,25511,1,0,7
214919,113049,1,0,14
898536,112965,1,0,38
898631,112474,1,0,42
898772,112985,1,1,70
898787,112985,1,0,44
898787,112965,1,0,77
898787,112474,1,0,85
898793,112985,1,0,90
898857,7794,1,0,35
898857,42484,1,0,87
123500,42484,1,0,41
898901,113050,1,0,35
898954,112961,1,0,50
144239,112761,1,0,85
144240,25511,1,1,69
144234,112778,1,0,16
899292,7794,1,0,
899292,25511,1,0,36
899358,113020,1,0,48
899370,25511,1,0,35
899403,112778,1,0,44
899424,112961,1,0,2
899424,112778,1,0,17
899424,25511,1,0,63
899424,112336,1,0,78
899424,112965,1,0,89
899510,112981,1,0,33
899517,112778,1,0,77
123283,112778,1,0,72
899785,112961,1,0,21
899785,112963,1,0,8
123298,112961,1,0,50
899937,19584,1,0,69
900108,7799,1,0,43
900334,112778,1,0,73 
143579,42484,1,0,8
900377,112985,1,0,16
900377,42484,1,0,57
900584,112985,1,1,2
900588,25511,1,0,57
900588,7794,1,0,85
900593,42475,1,1,57
79677,7794,1,0,25
123127,112985,1,1,28
123126,112980,1,0,68
147653,7801,1,0,45
147653,25511,1,0,83
149449,35674,1,0,45
123136,112961,1,0,6
123128,7801,1,0,61
123130,7803,1,0,62
123130,7801,1,1,68
150981,7801,1,1,79
147229,7801,1,1,40
147229,25511,1,0,47
147269,25513,1,0,31
147269,7799,1,0,51
147269,7799,1,1,90
147274,7790,1,0,14
147452,7801,1,1,27
73143,460,1,0,14
73148,7790,1,0,8
73153,7801,1,1,22
73153,7799,1,0,55
147179,7801,1,1,34
147179,460,1,0,75
901227,460,1,0,7
901227,7794,1,0,62
901231,7799,1,0,51
901239,7790,1,0,35
901239,7790,1,0,54
901239,460,1,0,90
901286,7798,1,0,87
901310,460,1,0,56
71743,460,1,0,90
101299,7800,1,0,15
101299,7789,1,0,61
71748,460,1,0,90
71750,7802,1,0,72
134732,7804,1,0,54
71753,460,1,0,5
71753,7801,1,0,52
151540,14677,1,0,12
151540,7803,1,0,28
151540,7796,1,0,58
151540,14677,1,0,60
151540,19584,1,0,87
154000,460,1,0,90
183095,7804,1,0,51
183095,460,1,0,66
150869,460,1,0,12
899418,113186,1,1,85
123343,15997,1,0,40
123349,22081,1,0,8
123349,35691,1,0,20
123349,113203,1,0,78
123353,7958,1,0,60
123364,8786,1,0,10
123364,7958,1,0,15
123360,7946,1,0,80
123344,9192,1,1,5
123344,17018,1,0,17
123344,17018,1,0,68
899986,9192,1,0,72
899986,8738,1,0,84
900062,9192,1,0,78
101236,8786,1,0,12
900209,17018,1,0,62
900209,17018,1,0,70
900740,53365,1,0,88
900782,34587,1,0,44 
900795,7958,1,0,68
123003,15997,1,0,10
