10540,19.05.1988,15,63
10547,17.08.1988,15,52
10549,31.08.1988,15,11
10555,06.11.1988,169,15
10562,08.02.1989,69,15
10567,28.01.1912,16,5
10573,12.01.1913,16,25
10579,22.10.1989,149,15
10581,25.10.1989,149,15
10585,12.02.1990,191,15
10588,29.03.1914,25,16
10590,10.03.1990,151,15
10596,29.08.1990,15,8
10601,11.11.1990,115,15
10609,16.05.1991,15,32
10624,15.04.1992,60,15
10633,09.09.1992,15,44
10640,11.11.1924,5,16
10641,22.01.1993,85,15
10668,10.11.1993,24,15
10669,21.02.1928,16,22
10670,25.01.1994,167,15
10691,26.10.1994,13,15
10701,16.02.1995,149,15
10734,12.02.1933,16,194
10739,26.03.1933,16,5
10747,21.02.1997,173,15
10768,09.02.1998,46,15
10824,06.12.1945,37,16
10831,05.05.1946,16,37
10832,02.09.2000,15,1
10843,15.02.2001,169,15
10845,18.02.2001,177,15
10846,04.04.1948,16,25
10850,28.02.2001,31,15
10854,25.04.2001,54,15
10861,15.08.2001,15,5
10863,09.10.1949,26,16
10877,06.02.1951,16,26
10882,03.06.1951,25,16
10896,26.01.2003,122,15
10898,29.01.2003,149,15
10913,11.11.1953,16,45
10934,28.04.2004,6,15
10989,03.10.1962,12,16
10999,25.12.1963,16,5
11023,17.09.1967,38,16
11052,08.04.1972,40,16
11055,18.06.1972,16,63
11060,03.03.1973,16,39
11062,26.05.1973,52,16
11074,25.05.1975,23,16
11075,03.09.1975,16,23
11084,23.02.1977,16,11
11086,23.04.1977,45,16
11088,08.10.1977,16,52
11089,16.11.1977,16,7
11164,17.11.1993,16,7
11165,16.02.1994,25,16
11168,29.05.1994,162,16
11170,07.09.1994,46,16
11172,16.11.1994,38,16
11178,22.07.1995,36,16
11211,15.11.1995,34,17
11212,04.09.1999,53,16
11214,08.09.1999,3,16
11216,09.01.1999,16,23
11217,08.05.1996,19,17
11218,13.11.1999,16,27
11230,10.10.1998,13,17
11234,28.03.2001,48,16
11247,08.09.1999,17,28
11249,09.05.2001,17,4
11275,06.09.2003,16,57
11276,11.10.2003,16,24
11298,09.06.1999,2,16
11318,17.11.1993,16,7
11320,22.03.1994,16,61
11330,26.04.1995,16,46
11377,12.06.1984,16,9
12338,07.04.1879,55,43
12339,15.03.1880,55,12
12375,28.06.1932,40,19
12402,21.05.1936,7,19
12407,22.01.1938,179,19
12409,20.02.1938,19,179
12412,23.04.1948,19,50
12413,24.03.1894,43,55
12414,28.11.1948,50,19
12453,23.03.1901,22,55
12458,28.03.1954,19,26
12459,15.03.1902,43,55
12487,04.03.1907,55,43
12516,11.03.1912,55,12
12608,07.12.1932,55,35
12624,17.01.1973,19,48
12683,21.09.1977,40,19
12691,15.02.1978,19,37
12703,18.06.1978,194,19
12722,12.09.1979,19,52
12729,01.04.1980,45,19
12763,14.11.1981,25,19
12777,19.04.1961,55,48
12806,14.12.1983,19,31
12811,21.10.1964,9,55
12953,12.10.1977,55,43
12960,13.05.1978,55,12
12971,19.05.1979,55,43
12991,12.02.1992,19,40
12994,19.11.1980,55,8
13004,17.02.1993,19,31
13030,05.06.1994,63,19
13035,12.10.1983,55,40
13050,08.02.1995,19,40
13062,10.09.1985,55,43
13066,25.02.1986,181,55
13077,18.02.1987,55,52
13084,14.10.1987,9,55
13087,23.03.1988,55,26
13103,19.08.1997,19,57
13111,25.04.1990,44,55
13157,14.12.1999,19,82
13198,14.04.1907,5,21
13205,19.03.1908,5,21
13241,10.10.1998,9,55
13248,10.03.1912,5,21
13266,28.08.1920,21,31
13289,26.03.1922,5,21
13296,15.11.2003,39,19
13303,31.03.2004,19,45
13305,27.03.2002,55,49
13316,27.04.1924,5,21
13318,12.06.2004,39,19
13320,20.11.2002,4,55
13325,20.06.2004,41,19
13326,29.03.2003,55,4
13329,09.06.1924,21,44
13356,18.08.2004,28,55
13371,30.03.2005,37,55
13491,16.11.1955,10119,21
13495,06.06.1956,21,10119
13503,26.05.1957,37,21
13508,23.04.1958,21,10402
13511,28.09.1958,5,21
13525,29.06.1960,142,21
13526,03.07.1960,148,21
13538,05.09.1962,21,142
13629,22.11.1975,25,21
13674,22.02.1981,21,57
13689,27.04.1983,21,44
13692,12.10.1983,22,21
13770,26.04.1989,21,11
13779,15.11.1997,53,27
13797,31.03.1999,53,22
13828,15.06.1992,21,51
13837,06.06.2001,53,55
13862,21.08.2002,53,161
13864,07.09.2002,3,53
13869,20.11.2002,46,53
13871,12.02.2003,50,53
13877,30.04.2003,9,53
13890,11.10.2003,53,33
13918,04.06.2005,53,166
13946,04.06.1997,109,21
13958,27.05.1998,21,85
14023,25.06.2000,21,26
14161,02.10.1931,50,26
14179,02.08.1948,50,155
14214,25.05.1953,45,50
14234,18.12.1955,50,39
14272,01.06.1961,36,50
14288,10.10.1962,50,72
14293,02.12.1962,25,50
14295,12.12.1962,50,9
14313,19.04.1965,50,39
14324,09.10.1965,50,8
14328,21.11.1965,8,50
14385,06.10.1946,54,37
14400,14.09.1947,37,54
14401,13.01.1973,25,50
14404,21.04.1948,54,45
14407,02.05.1948,37,54
14408,23.05.1948,54,8
14417,03.10.1948,54,37
14420,13.11.1974,50,37
14424,10.04.1949,8,54
14487,05.07.1953,44,54
14500,09.09.1981,23,50
14506,22.09.1982,54,50
14516,30.03.1983,22,50
14525,16.11.1983,50,37
14530,03.03.1984,50,25
14532,11.03.1984,31,50
14544,28.03.1985,1,50
14582,12.10.1988,50,23
14588,29.03.1989,19,50
14601,11.04.1990,9,50
14641,23.09.1992,38,50
14661,23.02.1994,50,49
14670,12.10.1994,50,23
14679,29.03.1995,50,44
14685,07.06.1995,136,50
14690,18.06.1995,64,50
14696,30.08.1995,50,33
14704,15.11.1995,44,50
14711,09.04.1996,4,50
14720,11.06.1996,27,50
14742,30.04.1997,50,5
14744,12.06.1997,27,50
14753,11.10.1997,21,50
14794,16.08.2000,6,50
14801,11.10.2000,4,50
14807,24.03.2001,50,46
14814,02.06.2001,50,4
14821,01.09.2001,46,50
14825,06.10.2001,34,50
14836,17.04.2002,50,61
14846,13.06.2002,50,155
14852,26.06.2002,60,50
14857,07.09.2002,50,46
14862,16.10.2002,50,29
14864,20.11.2002,25,50
14909,21.05.2004,194,50
14973,18.06.1982,54,58
14993,22.08.1984,54,45
15105,04.05.1913,45,5
15112,05.04.1914,25,45
15130,06.06.1920,44,45
15142,11.06.1922,37,45
15144,15.06.1922,54,45
15158,17.06.1923,9,45
15165,20.04.1924,45,9
15172,30.05.1924,45,8
15181,22.03.1925,37,45
15220,14.10.1928,45,25
15233,06.10.1929,8,45
15239,23.03.1930,16,45
15276,14.11.2001,54,33
15281,13.02.2002,45,54
15300,14.10.1934,45,8
15307,17.03.1935,8,45
15329,21.06.1936,44,45
15334,21.02.1937,8,45
15343,19.09.1937,37,45
15370,28.12.1941,48,45
15381,11.11.1945,45,25
15393,02.11.1947,45,5
15407,19.03.1950,37,45
15413,15.10.1950,45,21
15446,26.06.1955,26,45
15451,01.05.1956,10119,45
15476,20.05.1961,45,5
15482,03.06.1962,11,45
15490,11.11.1963,16,45
15510,02.11.1966,40,45
15515,08.11.1967,45,57
15532,17.10.1970,45,25
15555,04.09.1974,45,11
15560,30.04.1975,45,50
15568,30.04.1976,45,54
15570,19.05.1976,15,45
15605,21.12.1980,60,45
15607,28.04.1981,45,54
15611,10.10.1981,40,45
15635,06.12.1983,87,45
15645,05.02.1985,45,7
15661,24.09.1986,44,45
15668,18.08.1987,45,37
15672,16.12.1987,24,45
15676,28.05.1988,45,12
15678,24.08.1988,45,26
15679,21.09.1988,31,45
15680,19.10.1988,5,45
15697,17.10.1990,43,45
15701,01.02.1991,45,63
15710,26.01.1992,191,45
15721,31.03.1993,45,39
15736,22.06.1994,45,40
15756,08.06.1996,12,45
15762,07.02.1997,157,45
15766,06.08.1997,46,45
15769,10.09.1997,36,45
15797,15.11.2000,115,45
15839,04.06.2005,14,45
15860,25.05.1913,9,44
15866,21.06.1914,44,54
15869,25.10.1914,44,36
15873,31.10.1915,44,9
15878,08.10.1916,44,9
15890,29.06.1919,36,44
15896,06.06.1920,44,45
15903,10.10.1920,44,9
15910,09.10.1921,44,9
15911,06.11.1921,54,44
15934,15.06.1924,9,44
15942,09.06.1925,44,15
15958,03.10.1926,9,44
15961,03.04.1927,5,44
15966,01.07.1927,44,13
15967,04.09.1927,44,5
15968,06.11.1927,45,44
15973,09.07.1928,13,44
15992,28.09.1930,15,44
15995,28.06.1931,44,9
16000,08.11.1931,54,44
16004,19.06.1932,9,44
16014,18.06.1933,44,9
16017,04.07.1933,28,44
16024,01.07.1934,44,36
16031,09.07.1935,13,44
16044,20.06.1937,44,13
16046,27.06.1937,40,44
16062,11.06.1939,44,30
16067,22.09.1940,44,15
16079,12.09.1943,44,54
16101,09.06.1948,21,44
16104,05.08.1948,44,184
16106,13.08.1948,44,26
16108,19.09.1948,15,44
16109,10.10.1948,44,9
16117,13.11.1949,22,44
16129,12.11.1950,45,44
16133,02.09.1951,26,44
16138,14.11.1951,50,44
16147,28.07.1952,54,44
16153,28.05.1953,44,5
16155,21.06.1953,9,44
16156,05.07.1953,44,54
16159,08.10.1953,5,44
16161,08.11.1953,48,44
16171,31.10.1954,44,37
16180,20.11.1955,39,44
16195,07.05.1958,44,45
16204,26.10.1958,44,9
16205,21.05.1959,44,39
16216,23.10.1960,44,9
16220,18.06.1961,9,44
16222,04.10.1961,5,44
16223,22.10.1961,44,36
16227,18.04.1962,44,52
16234,16.11.1962,188,44
16253,05.05.1965,44,57
16255,16.06.1965,44,25
16294,25.06.1969,9,44
16306,25.06.1970,44,9
16312,20.05.1971,44,15
16315,20.06.1971,9,44
16322,25.05.1972,44,54
16332,08.07.1973,44,15
16336,29.09.1973,25,44
16350,13.10.1974,8,44
16354,04.06.1975,44,26
16359,15.10.1975,26,44
16363,11.05.1976,44,9
16373,15.06.1977,9,44
16376,09.09.1977,36,44
16398,10.10.1979,8,44
16399,23.10.1979,31,44
16400,14.11.1979,173,44
16407,20.08.1980,54,44
16408,10.09.1980,44,43
16415,03.06.1981,44,35
16417,29.07.1981,44,15
16420,23.09.1981,19,44
16422,28.10.1981,181,44
16436,22.06.1983,44,60
16441,16.11.1983,149,44
16442,19.11.1983,122,44
16455,05.06.1985,44,8
16460,17.11.1985,25,44
16474,26.08.1987,44,9
16483,01.06.1988,48,44
16484,31.08.1988,44,9
16497,14.02.1990,191,44
16498,17.02.1990,191,44
16507,05.09.1990,44,9
16508,26.09.1990,44,7
16513,13.06.1991,44,52
16514,15.06.1991,44,9
16521,02.02.1992,194,44
16525,10.06.1992,44,16
16547,26.05.1994,9,44
16550,20.06.1994,44,85
16557,17.08.1994,44,30
16571,15.11.1995,44,50
16574,28.02.1996,194,44
16576,09.05.1996,44,46
16580,01.09.1996,28,44
16585,09.02.1997,44,40
16591,16.02.1997,188,44
16602,08.06.1997,13,44
16621,22.04.1998,44,16
16652,08.09.1999,31,44
16678,16.08.2000,23,44
16686,31.01.2001,44,14
16699,28.02.2001,32,44
16704,28.03.2001,34,44
16708,02.06.2001,44,46
16712,15.08.2001,44,109
16715,01.09.2001,33,44
16719,07.10.2001,44,4
16742,21.08.2002,41,44
16797,14.06.2004,44,7
16801,22.06.2004,9,44
16805,18.08.2004,44,21
16816,17.11.2004,43,44
17268,15.06.1980,5,48
17282,23.09.1981,37,48
17348,01.06.1988,48,44
17363,15.11.1989,48,54
