"""5602""","""446""","""133""","""12.03.1933""",,"""Hardturm,Zi)ńch; ""","""Stanley Frederick Rous""","""England""","""21000""","""SWITZEIILAND""","""BELGIUM	""","""3""","""3""","""1""","""1""","""Hector Goetinck""","""(19)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5604""","""446""","""135""","""09.04.1933""",,"""Boscńuil,Antwerpen: іef: Thomas Crew (England); """,,,"""45000""","""BELGIUM""","""IIOLLANII	""","""1""","""3""","""0""","""2""","""Hector Goetinck""","""(21)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5621""","""447""","""152""","""16.02.1936""",,"""Heysel,Bruxelles; ""","""Walter J.Lewington""","""England""","""19000""","""BELGIUM""","""POLANЛ	""","""0""","""2""","""0""","""1""","""John Dennis Buttler""","""(4)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""5626""","""448""","""157""","""24.05.1936""",,"""Rankhof,Basel; ""","""Lucien Leclerq""","""France""","""15000""","""SWITZERLÁND""","""BELGIUM	""","""1""","""1""","""1""","""0""","""John Dennis Buttler""","""(9)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5654""","""449""","""185""","""23.01.1946""","""- BELGIUM	2-2(0-0)""","""Hampden Park,Glasgow; ""","""Joe Jackson""","""Scotland""","""46000""","""SCOTLAN)""","""BELGIUM	""","""2""","""2""","""0""","""0""","""François Demol""","""(5)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5677""","""451""","""208""","""05.03.1950""",,"""Comunale,Bologna; ""","""Alois Beranek""","""Austria""","""65000""","""ITALY""","""BE+LGIUM	""","""3""","""1""","""1""","""1""","""William Gormlie""","""(20)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5728""","""454""","""259""","""31.03.1957""",,"""Heysel,Bruxelles; """,,,"""54719""","""BELGIUM""","""SPAIŃ	""","""0""","""5""","""0""","""3""","""André Vandeweyer""","""(14)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""5733""","""454""","""264""","""27.10.1951""","""6 WC.Qualifier ""","""Heysel,Bruxelles; ""","""Leo Helge""","""Denmark""","""56497""","""BELGIUГ""""I""","""FRANCE	""","""0""","""0""",,,"""Géza Toldi""","""(1)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""5738""","""455""","""269""","""26.05.1958""",,"""Hardturm,ZLirich; ""","""Juan Gardeazabál""","""Spain""","""30000""","""ŠWITZERLAND""","""BELGIUM	""","""0""","""2""","""0""","""1""","""Géza Toldi""","""(6)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5748""","""455""","""279""","""27.03.1960""",,"""Heysel,Bruxelles; ""","""Johannes Maika""","""West Germany""","""33318""","""BELGIUM""","""ŚWITZERLAND	""","""3""","""1""","""1""","""1""","""Viktor Hávliček""","""(10)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5750""","""455""","""281""","""24.04.1960""",,"""Boschuil,Antwerpen; ""","""Kellly""","""England""","""58012""","""BELGIUЛΡI""","""HOLLAND	""","""2""","""1""","""1""","""1""","""Viktor Hávliček""","""(12)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5775""","""457""","""306""","""01.12.1963""",,"""Mestalla.,Valencia; ""","""Marcel Bois""","""England""","""50000""","""SPAIN""","""IELGIUM	""","""1""","""2""","""1""","""1""","""Arthur Ceeulers""","""(16)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5842""","""461""","""373""","""01.06.1974""",,"""Klokke,Brügge; ""","""Ohmsen""","""West Germany""","""7769""","""BELGIUM""","""SCOTLAŃD	""","""2""","""1""","""1""","""0""","""Raymond Goethals""","""(52)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5855""","""462""","""386""","""26.03.1977""","""0.2(0-1)	11 `"""" """"VC.Qualifier ""","""Boschuil,Antwerpen; ""","""Sergio Gonella""","""Italy""","""48343""","""BELGIUM""","""IIOLI,ANI)	""","""0""","""2""","""0""","""1""","""Guy Thys""","""(5)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""5875""","""463""","""406""","""06.06.1980""",,"""Hcysel.Bruxelles; ""","""Jakob Baumann""","""Switzerland""","""3875""","""BELGIŮM""","""ROMANIA	""","""2""","""1""","""1""","""0""","""Guy Thys""","""(25)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5893""","""464""","""424""","""19.06.1982""","""12`"""" WC.1"""" Round. ""","""Nuevo.Elche; ""","""Malcolm Moffatt""","""Northern Ireland""","""38749""","""BELGIUM""","""EL ŚALVADOR	""","""1""","""0""","""1""","""0""","""Guy Thys""","""(43)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5925""","""467""","""456""","""08.06.1986""","""13`h WC.1 Round. ""","""Вombonera,Tuluca; ""","""Jestis Diaz Palacio""","""Colombia""","""20000""","""BELGIUM""","""IRAK	""","""2""","""1""","""2""","""0""","""Guy Thys""","""(75)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5931""","""467""","""462""","""10.09.1986""","""85 EC.Qualifier ""","""Heysel,Bruxelles; ""","""loan Igna""","""Romania""","""22212""","""BELGIUM""","""IRELANЛ	""","""2""","""2""","""1""","""1""","""Guy Thys""","""(81)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5968""","""469""","""499""","""27.02.1991""","""9"""" EC.Qualifier ""","""Parc Astrid,Bruxelles; ""","""Loizos Loizou""","""Cyprus""","""24500""","""BELGIUїI""","""LUXEMBOURG	""","""3""","""0""","""3""","""0""","""Guy Thys""","""(112)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""5984""","""471""","""515""","""06.10.1993""",,"""Parc Astrid,Bruxelles; ""","""Friedrich Kaupe""","""Austria""","""6000""","""BELGIUM""","""GABUN	""","""2""","""1""","""1""","""1""","""Paul Van Himst""","""(14)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6035""","""474""","""566""","""30.03.1999""",,"""Sclessin,Liège; ""","""Dominique Tavel""","""Switzerland""","""18612""","""BELGIUM""","""EGYIPT	""","""0""","""1""","""0""","""1""","""Georges Leekens""","""(24)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6080""","""477""","""611""","""29.03.2003""","""-12"""" EC.Qıialifïer ""","""Maksimir,Zagreb; ""","""Herbert Fandel""","""Germany""","""25000""","""CROATIA""","""BELGIA	""","""4""","""0""","""1""","""0""","""Aiıné Aıtheunis""","""(6)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6086""","""478""","""617""","""11.10.2003""","""12th ECQualifier ""","""Sclessin,Liège; ""","""Massimo Busacca""","""Switzerland""","""20000""","""BELGIUM""","""ESTONIλ	""","""2""","""0""","""1""","""0""","""Аimé Antheunis""","""(12)""","""BEL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6704""","""520""","""1""","""30.11.1995""",,"""Qemal Stafa,Tirane; ""","""Krsto Danilovski""","""Macedonia""","""30000""","""ALBANIA""","""ВОıNIA-HERZEGOVINA	""","""2""","""0""","""1""","""0""","""Fuad Muzurović""","""(1)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6705""","""520""","""2""","""24.04.1996""",,"""Celik,Zenica; ""","""Dragotin Poljak""","""Croatia""","""15000""","""BUSNIA-HERZEGOVINA""","""ALBANIA	""","""0""","""0""",,,"""Fuad Muzurović""","""(2)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6707""","""520""","""4""","""08.10.1996""","""1611 WC.Qualifier ""","""Renato DallAra,Bulogna; ""","""Atanas Uzunov""","""Bulgaria""","""1500""","""BOŚNIA-HERZEGOVINA""","""CROATIA	""","""1""","""4""","""1""","""2""","""Fuad Muzurović""","""(4)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6709""","""520""","""6""","""11.11.1996""","""16`1 WC.Qualifier ""","""Bežigrad,Ljubljana; ""","""Charles Agius""","""МаIta""","""4000""","""SLOVENIA""","""ВOSN""","""1""","""2""","""1""","""2""","""Fuad Мs,zurović""","""(б)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6722""","""521""","""19""","""14.05.1998""",,"""Olirnpico,Córdoba; ""","""Luis Pala Catalan""","""Chile""","""46700""","""ARGENTINA""","""BOSŇIA-HERZEGOVINA	""","""5""","""0""","""2""","""0""","""Džemaludin Mušović""","""(1)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6732""","""522""","""29""","""04.09.1999""","""11"""" EC.Qualit►er ""","""Olimpijski,Sarajevo; ""","""Nikolai Levnikov""","""Russia""","""25000""","""BOSNIA-НERZEGOVINA""","""SCGTLAND	""","""1""","""2""","""1""","""2""","""Faruk Hadžíbegić""","""(4)""","""BIE""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6734""","""522""","""31""","""05.10.1999""","""11"""" EC.Qualif)er ""","""Ibrox Park,Glasgow; ""","""Leif Sundell""","""Sweden""","""30500""","""SCOТLAND""","""BOSNIA-HERZEGOVINA	""","""1""","""0""","""1""","""0""","""Faruk Hadžibegić""","""(6)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6738""","""522""","""35""","""25.04.2000""",,"""Koševo,Sarajevo; ""","""Günther Benkö""","""Austria""","""25000""","""BOSNIA-HERZEGOVINA""","""WORLD „XI""""	""","""0""","""1""","""0""","""0""","""Dragoslav Šmajlović""","""(3)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6739""","""522""","""36""","""16.08.2000""",,"""Кπševo,Sarajevo; ""","""Delće Jakimovski""","""Macedonia""","""10000""","""BOSNIA-řERZEGOVINA""","""TURKEY	""","""2""","""0""","""1""","""0""","""Dragoslav Šrnajlović""","""(4)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6740""","""522""","""37""","""02.09.2000""","""17h WC.Qualifier ""","""Olimpijski,Sarajevo; ""","""Herbert Fandel""","""Germany""","""35000""","""BОS`NIA-HERZEGOVINA""","""SPAIN	""","""1""","""2""","""1""","""0""","""Dragoslav Šmajlović""","""(5)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6741""","""522""","""38""","""11.10.2000""","""17"""" WC.Qualifier ""","""Ramat Gan,Tel Aviv; ""","""Dick Jo!""","""Holland""","""30000""","""ISRAEL""","""BOŚNIA-HERZEGOVINA	""","""3""","""1""","""1""","""0""","""Dragoslav SmaJlovlc""","""(6)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6744""","""522""","""41""","""28.03.2001""","""17h WC.Qualifier ""","""Rheinpark,Vaduz; ""","""Andrejs Sipali°""","""Latvia""","""3400""","""LIECНТEŇSТEIN""","""BOSNIA-HERZEGOVINA	""","""0""","""3""","""0""","""1""","""Dragoslav Šmajlović""","""(9)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6750""","""523""","""47""","""27.03.2002""",,"""Grbavica,Sarajevo; ""","""Alojzije Šupralıa""","""Croatia""","""3500""","""ВOSNIA-HERZEGOVINA""","""MACEDONIA	""","""4""","""4""",,,"""Blaž Slišković""","""(1)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6752""","""523""","""49""","""21.08.2002""",,"""Кoševo,Sarajevo; ""","""Željko Širić""","""Croatia""","""10000""","""BOSNIA-HERZEGGVINA""","""YUGOSLAVIA	""","""0""","""2""","""0""","""2""","""Blaž Slišković""","""(3)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6753""","""523""","""50""","""07.09.2002""","""12h EC.Qualifier""","""Кoševo,Sarajevo; ""","""Lucillo Cardoso Cortez Batista""","""Portugal""",,"""IЮINIA-HERZEGGVINA""","""ROMANIA	""","""0""","""3""","""0""","""3""","""Blaž Slišković""","""(4)""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6755""","""523""","""52""","""16.10.2002""","""i 2`h EC.Qualifier ""","""Оllevaal,Oslo; ""","""Michal Beneš""","""Czech Republic""","""24169""","""NORWAY""","""BΠSNIA-IIERZEGOVINA	""","""2""","""0""","""2""","""0""","""Blaž Slišković""","""(()""","""BIH""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6757""","""523""","""54""","""29.03.2003""","""1 21ı EC.Qualifier ""","""Bilino Polje, Zenica; ""","""Jouni Hyytiä""","""Finland""","""10000""","""BOŚNIA-HERZEGOVINA""","""LUXEMBOURG	""","""2""","""0""","""0""","""0""","""Blař Slišković""","""(8)""","""Bill""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6777""","""526""","""15""","""15.06.1930""",,"""Levski, Sofia, ""","""Biro""","""Hungary""","""15000""","""BLLGARIA""","""YUGOSLAVIA	""","""2""","""2""","""1""","""0""","""Pavel Grozdanov""","""(9)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6779""","""526""","""17""","""12.10.1930""","""1 Balkan Cup ""","""Slovia, Sofia, ""","""Jovan Ruzié""","""Yugoslavia""","""15000""","""BULGARIA""","""RONIAN/A	""","""5""","""3""","""2""","""2""","""Pavel Grozdanov""","""(11)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6784""","""526""","""22""","""17.05.1931""",,"""Yunak, Sofia, ""","""М. Ivancic""","""Yugoslavia""","""20000""","""BULGARIA""","""ITALIA B	""","""2""","""2""","""1""","""1""","""Otto Foist""","""(Germany)""","""BLiL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6788""","""526""","""26""","""20.03.1932""",,"""Apnani, Padova, ""","""Kan""","""Hungary""","""10000""","""ITALIA B""","""BULGARIA	""","""4""","""0""","""2""","""0""","""Pavel Grozdanov""","""(14)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6799""","""527""","""37""","""7.06.1933""","""3"""" Balkan cup ""","""O.N.E.F., Bucureşti, ""","""Stavros Hagiopoulos""","""Greece""","""4000""","""YUGOŚLAVIA""","""BULGARIA	""","""4""","""0""","""2""","""0""","""Pavel Grozdanov""","""(25)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6841""","""530""","""79""","""29.08.1948""",,"""Yunak, Sofia, ""","""Constantin Iliescu""","""România""","""30000""","""BI.ILGARIA""","""CZECHOSLOVAKIA	""","""1""","""0""","""1""","""0""","""Andor Hajdu""","""(Hungary)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6864""","""531""","""102""","""23.01.1955""",,"""Municipal, Beirut, ""","""Iman""","""Egy""","""20000""","""LIBAN""","""BULGARIA	""","""2""","""3""","""1""","""3""","""Stdian Ormandjiev""","""(13)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6876""","""532""","""114""","""5.12.1956""","""16 OG ""","""Olympic Park, Melbourne, ""","""Mein""","""England""","""50000""","""BULGARIA""","""UŚSR	""","""1""","""2""",,,"""Stoian Ormandjiev""","""(20)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6921""","""535""","""159""","""30.09.1962""",,"""Kielce""",,,,,,"""2""","""1""","""1""","""1""",,"""no""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6928""","""535""","""166""","""30.04.1963""",,"""Ko(ice""",,,,,,"""1""","""2""","""0""","""0""",,"""no""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6929""","""535""","""167""","""2.06.1963""","""1 8tћ 06 Qualifier ""","""Qemal Stafa, Tirana, ""","""Lajos Horváth""","""Hungary""",,,,"""0""","""1""","""0""","""1""",,"""no""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6930""","""535""","""168""","""16.06.1963""","""18 00 Qualifier ""","""Vasil Levski, Sofia, ""","""Demostene Stathatos""","""Greece); Att: 2520""","""2520""",,,"""1""","""0""",,,,"""no""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6932""","""535""","""170""","""18.09.1963""",,"""Sofia, ""","""Bozidar Gugi/""","""Yugoslavia""",,,,"""1""","""1""","""1""","""1""",,"""no""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6936""","""536""","""174""","""18.03.1964""",,"""Vasic Levski, Sofia, ""","""Petru""","""Romania""",,,,"""0""","""1""","""0""","""1""",,"""no""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6937""","""536""","""175""","""1.04.1964""",,"""Čair, Niš, ""","""Kalofisudis""","""Greece""","""10000""",,,"""1""","""0""","""0""","""0""",,"""no""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6938""","""536""","""176""","""23.04.1964""",,"""Kiev, ""","""Vaclav Korelus""","""Czechoslovakia""","""40000""",,,"""1""","""0""","""0""","""0""",,"""no""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6943""","""536""","""181""","""23.02.1965""",,"""Panathinaikos, Athina, ""","""Nikolaos Giannopoulos""","""Greece""","""25000""","""GRESCE""","""BULGARIA	""","""1""","""2""","""0""","""0""","""Rudolf Vitlacil""","""(3)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6949""","""536""","""187""","""27.10.1965""","""8` WC Qualifier ""","""Parc Astrid. Brussel, ""","""Marcel Buis""","""France""","""13780""","""BELGIUІM""","""BULGARIA	""","""5""","""0""","""1""","""0""","""Rudolf Vitlacil""","""(9)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6954""","""537""","""192""","""14.06.1966""",,"""Comunale, Bologna, ""","""Rudolf Kreitlein""","""West Germany""","""40000""","""ITALIA""","""BULGARIA	""","""6""","""1""","""2""","""0""","""Rudolf Vitlacil""","""(14)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6959""","""537""","""197""","""13.11.1966""","""3d EC Qualifier ""","""Vasil Levski, Sofia, ""","""Muzaffer Salvar""","""Turkey), 30.0(К""",,"""BULGARIA""","""NORGE	""","""4""","""2""","""3""","""0""","""Dobromir Tashkov""","""(2)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6964""","""537""","""202""","""29.06.1967""","""3d EC Qualifier ""","""Uileval, Oslo, ""","""John Adair""","""NIR""","""20000""","""NORGE""","""BULGARIA	""","""0""","""0""",,,"""Stefan Gojkov""","""(3)""","""KLIL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6971""","""538""","""209""","""6.04.1968""","""3"""" EC quarter final ""","""Vasil Levski, Sofia, ""","""Gerhard Schulenburg""","""West Germany""","""70000""","""BŮLGARIA""","""ITALIA	""","""3""","""2""","""1""","""0""","""Stefan Bojkov""","""(9)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6973""","""538""","""211""","""20.04.1968""","""3`d EC Quarter final ""","""San Paolo, Napoli, ""","""Gottfried Dienst""","""Switzerland""","""95000""","""ITALIA""","""BULGARIA	""","""2""","""0""","""1""","""0""","""Stefan Bojkov""","""(10)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""6976""","""538""","""214""","""9.10.1968""",,"""Mithat Paşa, Istanbul, ""","""Anton Bucheli""","""Switzerland""",,"""TURKЁY""","""BULGARIA	""","""0""","""2""","""0""","""1""","""Stefan Rojkov""","""(11)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6982""","""538""","""220""","""26.10.1968""","""19d OG Final ""","""Azteca, Mexico City, ""","""Pedro Luis Diego de Leo""","""Mexico""","""75000""",,,"""4""","""1""","""2""","""1""",,,"""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""6986""","""539""","""224""","""24.05.1969""",,"""Stadio Comunale, Torino, ""","""James Finn""","""England""","""6000""","""ITALIA""","""BULGARIA	""","""0""","""0""",,,"""Stefan Rojkov""","""(15)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""7002""","""540""","""240""","""11.06.1970""","""9th	I Round ""","""Estadio Guanajuato, León. ""","""Antonio Saldanha Ribeiro""","""Portugal), 12.0(Х""",,"""BULGARIA""","""MAROC	""","""1""","""1""","""1""","""0""","""Stefan Bojkov""","""(31)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7003""","""540""","""241""","""15.11.1970""",,"""Vasil Levski, Sofia, ""","""Mihael Kirakidis""","""Cyprus""","""28000""","""BULGARIA""","""NORGE	""","""1""","""1""","""1""","""0""","""Vasil Spasov""","""(1)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7007""","""540""","""245""","""5.05.1971""",,"""Vasil Levski, Sofia, ""","""Robert Frosiel""","""Fiance), 40.00(""","""4000""","""BULGARIA""","""GREAT BRITALN	""","""5""","""0""","""2""","""0""","""Vasil Spasov""","""(5)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7009""","""540""","""247""","""9.06.1971""",,"""Ulleval, Oslo, ""","""William John Gow""","""Wales""","""22000""","""NORGE""","""BULGARIA	""","""1""","""4""","""0""","""4""","""Vasil Spasov""","""(7)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7015""","""541""","""253""","""24.11.1971""","""20th OG Qııaliгιers ""","""Vasil Levski, Sofia, ""","""Fernando Leite""","""Poıtugal""","""15000""",,,"""8""","""3""","""4""","""1""","""Vasil Spasov""","""(13)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7018""","""541""","""256""","""16.04.1972""","""3.1(0.1)	20th OG Qualifiers ""","""Gradski, Stara Zagora, ""","""Viktor Pädureanu""","""România""","""20001""","""BULGARIA""","""POLANI)	""","""3""","""1""","""0""","""1""","""Vasil Spasov""","""(16)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7020""","""541""","""258""","""31.05.1972""","""20th OG Qualifiers ""","""El. Plantion, Burgos, ""","""Fabio Monn""","""Italia""","""16000""",,,"""3""","""3""","""2""","""2""","""G. Berkov""","""(l)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7022""","""541""","""260""","""21.06.1972""",,"""Vasil Levski. Sofia, ""","""Giorgos Katsoras""","""Greece""","""25000""","""BULGARIA""","""ITALIA	""","""1""","""1""","""1""","""0""","""Stoian Onnandjiev""","""(54)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7023""","""541""","""261""","""11.10.1972""",,"""V asil Levski, Sofia, 6.""",,,"""6000""","""BULGARLA""","""YUGOSLAVIA B	""","""2""","""1""","""1""","""1""","""Hristo Mladenov""","""(1)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7028""","""541""","""266""","""4.02.1973""",,"""Senaiam, Djakarta, ""","""Ahıned Karim""","""Iııdπ""","""72000""","""INDONEZIA""","""BULGARIA	""","""0""","""4""","""0""","""1""","""loncha Arsov""","""(1)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7051""","""543""","""289""","""19.06.1974""","""loth WC 1`` Round ""","""Niedersachsen, Hannover, ""","""John Taylor""","""England""","""13000""","""BULGARA""","""URUGUAY	""","""1""","""1""","""0""","""0""","""Hristo Mladenov""","""(22)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7053""","""543""","""291""","""25.09.1974""",,"""Vasil Levski, Soria, ""","""Milivoje Gugulović""","""Yugoslavia""","""12000""","""BULGARIA""","""ROМANIA	""","""0""","""0""",,,"""Ioncho Arsov""","""(7)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""7057""","""543""","""295""","""29.12.1974""",,"""Luigi Fenańs, Genoa. ""","""Sergio Gonella""","""Italia""","""50000""","""IТALIA""","""BULGARIA	""","""0""","""0""",,,"""Stπian Ormandjicv""","""(57)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""7067""","""544""","""305""","""21.12.1975""",,"""Gzira, Valletta, ""","""Norbert Rolles""","""LUX""","""7174""","""MALTA""","""BULGA RIA	""","""0""","""2""","""0""","""0""","""Stπian Or mandjiev""","""(67)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7070""","""544""","""308""","""1.02.1976""",,"""National, Tokia ""","""Sung Lak Uuk""","""Sko""","""00""","""JAPAN""","""BUl GARTA	""","""0""","""3""","""0""","""1""","""St. Petrov""","""(3)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7073""","""544""","""311""","""5.05.1976""",,"""Vasil Levski, Sofia, ""","""Hristo Atanasov""","""Bulgaria""","""8000""","""BULGARIA""","""NORTH KOREEA	""","""3""","""0""","""0""","""0""","""Stolan Orinaııdjiev""","""(70)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7101""","""546""","""339""","""20.09.1978""",,"""Stadio Comunale, Torino. ""","""Erich Linemayr""","""Austria""","""55000""","""ITALIA""","""BULGARIA	""","""1""","""0""","""0""","""0""","""Tsvetan Ilchev""","""(11)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""7113""","""547""","""351""","""5.05.1979""","""22th OG Qualifier ""","""Bohemians, Praha, ""","""Dusan Maksiınюvic""","""Yugoslavia), 4,00""","""400""",,,"""4""","""0""","""1""","""0""","""Tsvetan Ilchev""","""(20)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""7124""","""547""","""362""","""23.05.1980""",,"""Ullevål, Oslo, ""","""Rolf Erikson""","""Sweden""","""1000""","""NORGE""","""BULGARIA ""","""1""","""0""","""1""","""0""","""Atanas Parelov""","""(6)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""3"""
"""7137""","""548""","""375""","""29.04.1981""",,"""S1. Aleksiev, Pleven, ""","""Milorad Vlajić""","""Yugoslavia""","""10000""","""BULGARIA""","""NORGE	""","""1""","""0""","""1""","""0""","""Atanas Parjelov""","""(18)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7141""","""549""","""379""","""9.09.1981""",,"""23 August, Bucureşti, ""","""Vasilis Vourakis""","""Greece""","""50000""","""ROМÂNIA""","""BULGARIA	""","""1""","""2""","""1""","""0""","""Atanas Parjelov""","""(22)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7142""","""549""","""380""","""23.09.1981""",,"""Comunale, Bologna, ""","""Augusto Lamo Castillo""","""Spain""","""50000""","""ITALIA""","""BULGARIA	""","""3""","""2""","""1""","""0""","""Atanas Parjelov""","""(23)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7147""","""549""","""385""","""16.12.1981""",,"""D. Kanov, Haskovo, ""","""Vojtech Hristov""","""Czechoslovakia""","""15000""","""IULGARIA""","""PORfUGAL	""","""5""","""2""","""3""","""1""","""Atanas Parjelov""","""(28)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
"""7157""","""550""","""395""","""16.11.1982""",,"""Ivailo, Veliko Trnovo, ""","""Velitchkov Tsonchev""","""Bulgaria""","""6000""",,,"""2""","""0""","""1""","""0""","""Yanko Dinkov""","""(4)""","""BUL""","""0""","""0""","""0""","""0""","""0""","""0""","""4"""
