"32515"$"2475"$"Joaquim Ferreira"$"(1/0)"$"0"$"0"$$$"0"$"0"
"32525"$"2476"$"Joaquim Ferreira"$"(2/0)"$"0"$"0"$$$"0"$"0"
"50318"$"3829"$"Daniel Christopher Donovan"$"(1/0)"$"0"$"0"$$$"0"$"0"
"50320"$"3829"$"Edward Gannon"$"(12/0)"$"0"$"0"$$$"0"$"0"
"50325"$"3829"$"Patrick Ambrose"$"(1/0)"$"0"$"0"$$$"0"$"0"
"50326"$"3829"$"George Patrick Cummins"$"(3/1)"$"0"$"0"$$$"0"$"0"
"50327"$"3829"$"Thomas Joseph Eglington"$"(21/2)"$"0"$"0"$$$"0"$"0"
"50450"$"3841"$"Seamııs Dunne"$"(11 /0)"$"0"$"0"$$$"0"$"0"
"50451"$"3841"$"Noel Eucharia Cantwell"$"(Cap) (9/1)"$"0"$"0"$$$"0"$"0"
"50452"$"3841"$"Ronald Nolan"$"(4/0)"$"0"$"0"$$$"0"$"0"
"50453"$"3841"$"Charles John Hurley"$"(3/0)"$"0"$"0"$$$"0"$"0"
"50454"$"3841"$"Patrick Saward"$"(5/0)"$"0"$"0"$$$"0"$"0"
"50455"$"3841"$"Alfred Ringstead"$"(16/6)"$"0"$"0"$$$"0"$"0"
"50456"$"3841"$"George Patrick Cummins"$"(9/5)"$"0"$"0"$$$"0"$"0"
"50457"$"3841"$"Dermot Patrick Curtis"$"(6/4)"$"0"$"0"$$$"0"$"0"
"50458"$"3841"$"Arthur Gerard Fitzsimons"$"(23/8)"$"0"$"0"$$$"0"$"0"
"50459"$"3841"$"Joseph Haverty"$"(7/2)"$"0"$"0"$$$"0"$"0"
"50764"$"3869"$"Patrick Anthony Joseph Dunne"$"(1/0)"$"0"$"0"$$$"0"$"0"
"50765"$"3869"$"James Seamus Anthony Brennan"$"(1/0)"$"0"$"0"$$$"0"$"0"
"50767"$"3869"$"Michael McGrath"$"(17/0)"$"0"$"0"$$$"0"$"0"
"50768"$"3869"$"Charles John Hurley"$"(27/2)"$"0"$"0"$$$"0"$"0"
"50770"$"3869"$"Frank Simon ONeill"$"(5/0)"$"0"$"0"$$$"0"$"0"
"50771"$"3869"$"John Michael Giles"$"(19/3)"$"0"$"0"$$$"0"$"0"
"50772"$"3869"$"Noel Eucharia Cantwell"$"(Cap) (30/11)"$"0"$"0"$$$"0"$"0"
"50773"$"3869"$"Matthew Andrew McEvoy"$"(12/4)"$"0"$"0"$$$"0"$"0"
"50774"$"3869"$"Joseph Haverty"$"(25/3)"$"0"$"0"$$$"0"$"0"
"51014"$"3891"$"Alan James Alexander Kelly"$"(29/0)"$"0"$"0"$$$"0"$"0"
"51015"$"3891"$"James Seamus Antlhony Brennan"$"(14/0)"$"0"$"0"$$$"0"$"0"
"51018"$"3891"$"John Thomas Dempsey"$"(10/I) "$"0"$"1"$$$"0"$"0"
"51019"$"3891"$"sгnІ n108λ"$$"1"$"0"$$$"0"$"0"
"51020"$"3891"$"Joseph Patrick Kinnear"$"(7/0)"$"0"$"0"$$$"0"$"0"
"51021"$"3891"$"Gerard Anthony Francis Conroy"$"(3/0) "$"0"$"1"$$"40"$"0"$"0"
"51022"$"3891"$"Raynıond Christopher Patrick Treacy"$"(11/1)"$"1"$"0"$"40"$$"0"$"0"
"51023"$"3891"$"James Patrick Conway"$"(10/0)"$"0"$"0"$$$"0"$"0"
"51024"$"3891"$"Daniel Joseph Giveiis"$"(6/3)"$"0"$"0"$$$"0"$"0"
"51025"$"3891"$"Eaıııoıın Martin Dunphy"$"(15/0)"$"0"$"0"$$$"0"$"0"
"51026"$"3891"$"Edward Eanionn Rogers"$"(11/2)"$"0"$"0"$$$"0"$"0"
"51167"$"3903"$"Alan James Alexander Kelly"$"(40/0)"$"0"$"0"$$$"0"$"0"
"51170"$"3903"$"John Thomas Dempsey"$"(18/I)"$"0"$"0"$$$"0"$"0"
"51171"$"3903"$"Thomas Roger Carroll"$"(1 I/I) "$"0"$"1"$$"82"$"0"$"0"
"51172"$"3903"$"John Heırick"$"(2/0)"$"1"$"0"$"82"$$"0"$"0"
"51175"$"3903"$"Edward Eamonn Rogers"$"(17/5)"$"0"$"0"$$$"0"$"0"
"51176"$"3903"$"Raymond Christopher Patrick Treacy"$"(21/1)"$"0"$"0"$$$"0"$"0"
"51177"$"3903"$"Turlough OConnor"$"(5/2) "$"0"$"1"$$$"0"$"0"
"51178"$"3903"$"sent u/J"$$"1"$"0"$$$"0"$"0"
"51179"$"3903"$"Jeremiah Denııelıy"$"(2/0)"$"0"$"0"$$$"0"$"0"
"51410"$"3922"$"William Brady"$"(8/1)"$"0"$"0"$$$"0"$"0"
"51412"$"3922"$"Raymond Christopher Patrick Treacy"$"(36/3)"$"1"$"0"$"81"$$"0"$"0"
"51638"$"3941"$"David Anthony OLeary"$"(12/0)"$"0"$"0"$$$"0"$"0"
"51642"$"3941"$"William Brady"$"(23/2)"$"0"$"0"$$$"0"$"0"
"51645"$"3941"$"Brendan Richard OCallaghan"$"(2/0)"$"0"$"0"$$$"0"$"0"
"51874"$"3960"$"David Francis Langan"$"(15/0)"$"0"$"0"$$$"0"$"0"
"51875"$"3960"$"David Anthony OLeary"$"(22/0)"$"0"$"0"$$$"0"$"0"
"51876"$"3960"$"Kevin Bernard Mora»"$"(11/2)"$"0"$"0"$$$"0"$"0"
"51877"$"3960"$"Christopher William Gerard Hugliton"$"(12/1)"$"0"$"0"$$$"0"$"0"
"51880"$"3960"$"Mark Thomas Lawrenson"$"(17/2)"$"0"$"0"$$$"0"$"0"
"51881"$"3960"$"William Brady"$"(Cap) (33/2)"$"0"$"0"$$$"0"$"0"
"51884"$"3960"$"Michael John Robinson"$"(7/3)"$"0"$"0"$$$"0"$"0"
"52064"$"3975"$"Patrick Bonner"$"(5/0)"$"0"$"0"$$$"0"$"0"
"52065"$"3975"$"John Christopher Patrick Anderson"$"(6/1)"$"0"$"0"$$$"0"$"0"
"52066"$"3975"$"Michael Joseph McCarthy"$"(2/0)"$"0"$"0"$$$"0"$"0"
"52067"$"3975"$"David Anthony OLeary"$"(28/0)"$"0"$"0"$$$"0"$"0"
"52068"$"3975"$"James Martin Beglin"$"(1/0)"$"0"$"0"$$$"0"$"0"
"52069"$"3975"$"Gerard Joseph Ryan"$"(17/1)"$"0"$"0"$$$"0"$"0"
"52070"$"3975"$"Anthony Patrick Grealish"$"(37/7)"$"0"$"0"$$$"0"$"0"
"52071"$"3975"$"Patrick Byrne II"$"(2/0) "$"0"$"1"$$"55"$"0"$"0"
"52072"$"3975"$"Gary Patrick Howlett"$"(1/0)"$"1"$"0"$"55"$$"0"$"0"
"52073"$"3975"$"Eamonn Gerard OKeefe"$"(2/1)"$"0"$"0"$$$"0"$"0"
"52074"$"3975"$"Francis Anthony Stapleton"$"(Cap) (38/12)"$"0"$"0"$$$"0"$"0"
"52075"$"3975"$"Michael Anthony Walsh"$"(18/2)"$"0"$"0"$$$"0"$"0"
"52597"$"4016"$"Patrick Bonner"$"(30/0)"$"0"$"0"$$$"0"$"0"
"52598"$"4016"$"Christopher William Gerard Hughton"$"(43/1)"$"0"$"0"$$$"0"$"0"
"52600"$"4016"$"Kevin Bernard Moran"$"(43/5)"$"0"$"0"$$$"0"$"0"
"52601"$"4016"$"Stephen Staunton"$"(3/0)"$"0"$"0"$$$"0"$"0"
"52608"$"4016"$"Kevin Mark Sheedy"$"(20/4)"$"0"$"0"$$$"0"$"0"
"53325"$"4071"$"Alan Thomas Kelly"$"(4/0)"$"0"$"0"$$$"0"$"0"
"53326"$"4071"$"Garry Kelly"$"(8/1)"$"0"$"0"$$$"0"$"0"
"53327"$"4071"$"Joseph Dennis Irwin"$"(29/1)"$"0"$"0"$$$"0"$"0"
"53329"$"4071"$"Philip Andrew Babb"$"(10/0)"$"0"$"0"$$$"0"$"0"
"53330"$"4071"$"Stephen Staunton"$"(52/5)"$"0"$"0"$$$"0"$"0"
"53331"$"4071"$"Jason Wynn McAteer"$"(10/0) "$"0"$"1"$$"82"$"0"$"0"
"53334"$"4071"$"John William Aldridge"$"(61/16)"$"0"$"0"$$$"0"$"0"
"53335"$"4071"$"Niall John Quinn"$"(44/10) "$"0"$"1"$$"71"$"0"$"0"
"53337"$"4071"$"John Joseph Sheridan"$"(25/4)"$"0"$"0"$$$"0"$"0"
"53387"$"4076"$"Alan Thomas Kelly"$"(8/0)"$"0"$"0"$$$"0"$"0"
"53388"$"4076"$"Garry Kelly"$"(12/1)"$"0"$"0"$$$"0"$"0"
"53389"$"4076"$"Joseph Dennis Irwin"$"(34/1)"$"0"$"0"$$$"0"$"0"
"53390"$"4076"$"Philip Andrew Babb"$"(14/0)"$"0"$"0"$$$"0"$"0"
"53392"$"4076"$"Stephen Staunton"$"(57/5)"$"0"$"0"$$$"0"$"0"
"53396"$"4076"$"John William Aldridge"$"(63/17) "$"0"$"1"$$"84"$"0"$"0"
"53398"$"4076"$"Niall John Quinn"$"(49/13)"$"0"$"0"$$$"0"$"0"
"53399"$"4076"$"John Joseph Sheridan"$"(30/5)"$"0"$"0"$$$"0"$"0"
